templates_id,templates_CES,templates_title,templates_content
183,181875,BATTERY DRAIN,"Hi James,<br><br>I hope you have a great day!<br><br>Thank you for contacting ARLO E-mail support. Rest assured, we will use all our resources to address your concern in the least amount of time. I understand that your cameras battery seem draining fast than expected. One probabel reason why it will drain fast is the are where the camera was placed.<br><br>Arlo battery-powered cameras are not intended for continuous recording. The batteries in your Arlo Pro or Arlo Wire-Free camera last for about four to six months with normal usage, which is about five minutes of recordings a day. <br><br>Use these tips to maximize your camera&apos;s battery life:<br>•Only use the rechargeable batteries that were supplied inside you package or replacement batteries from Arlo.<br>•Ensure that your Arlo system is running the latest firmware. <br>•Use the Optimized or Best Battery Life power setting. <br>•Configure your cameras to record shorter videos.<br>•Position your Arlo Wire-Free or Arlo Pro Wire-Free camera a maximum of 300 feet (90 meters) from the base station.<br>•Do not place your Arlo system near multiple WiFi routers.<br><br>These environmental factors can shorten battery life:<br><br>•Placing your cameras in temperatures below 32°F (0°C).<br><br>You may use this link as a reference: https://kb.arlo.com/291/How-can-I-extend-my-Arlo-camera-s-battery-life<br><br>You may perform these troubleshooting steps for isolation purposes:<br><br>1.Swap batteries with a working camera. Observe if either of the two cameras would go offline.<br>2.Swap locations with a working camera. This is to eliminate network interference as a reason why camera keeps going offline.<br>3.Remove Camera From Account.<br>4.Power cycle Base Station. Unplug the base station from power source. Wait for 1 minute.<br>5.Sync the camera<br>6.Change your power management settings.<br>   •Tap or click Settings > My Devices.<br>   •Select the camera whose power management settings you want to change.<br>   •Tap or click Video Settings.<br>   •Select Best Battery Life<br>7.Check the temperature on location where the camera is placed.<br>   •Cold temperatures can affect any battery&apos;s capacity, due to the chemistry of batteries. This means that if you install your Arlo camera outside in cold temperatures, you might notice a <br>     shorter battery duration for the camera, or a faster than expected drop in the displayed battery capacity.<br>8.Check WiFi environment.<br>   •If you are in a noisy WiFi environment, your Arlo camera battery might drain faster. Use a WiFi analyzer to test the WiFi noise in your environment.<br>   • Download the WiFi analyzers. This enables you to review details such as the channel your device is currently using, which channels re currently in use by other networks in the area and <br>      suggest the best channel for your network.<br>   •If you are able to find a channel that is less congested, login to your router setting and change the WiFi channel. This process may involve your current router manufacturer for <br>     assistance.<br><br>For motion detection related issue, you may perform these steps:<br><br>1.Launch the Arlo app or log in to your Arlo account at my.arlo.com.<br>2.Tap or click Mode.<br>3.Select the device you want to adjust.<br>4.Tap or click the pencil icon next to the mode that you want to edit.<br>5.For Arlo Ultra, Arlo Wire-Free, and Arlo Pro cameras, tap or click the pencil icon next to the rule that you want to edit.<br>6.6.Tap or click the pencil icon next to If Motion or Audio.<br>7.Move the slider to adjust the motion sensitivity.<br>8.Tap or click Save.<br>9.Tap or click < to return to Edit Mode.<br>10.Tap or click Done.<br><br>You may use this link as a reference: https://kb.arlo.com/41/How-do-I-change-the-motion-sensitivity-on-my-Arlo-camera<br><br>Also, please provide the following information in case we will need to proceed with other alternatives:<br><br>•Have you tried some troubleshooting steps prior from contacting us?What are those?<br>•What is the serial number of the device?<br>•When and where was the device purchased?<br>•When did the issue start?<br>•Is the device work fine before?<br>•May I know where the camera was placed?<br>•How far was the camera from the base station"
184,181875,CASES TO WORK: 2/27/2020,41473994<br>41473987<br>41473982<br>41473970<br>41473964<br>41473961<br>41473953<br>41473951<br>41473937<br>41473932<br>41473918<br>41472323<br>41472296<br>41472262<br>41472206<br>41472187<br>41472175<br>41472172<br>41472156<br>41472155<br>41472080
185,134500,Outbound Spiel,"Hello <insert name>, I’m happy to help with your Arlo product. Before we begin, I must first advise you that this call is being recorded and get your consent to record it. Can you please acknowledge that you understand and agree to have this call recorded by stating yes?<br>"
186,134500,"If there is a follow up question about why we are recording the call, then I think you can answer:","""We may use the recording to improve customer support quality and for training, and certain laws require notice and consent for a call to be recorded.""<br> <br>Then I would end the call if the customer does not consent.<br>"
187,134500,FAQs:,"Q: What if the first person who answered the outbound is not the person that the expert is looking for, should the expert mention the outbound spiel twice?<br>A: Yes<br> <br>Q: Can the expert mention the outbound spiel at any point of the call?<br>A: No, it should be on the onset.<br> <br>Q: Can the expert rephrase the outbound spiel?<br>A: No.<br> <br>Q: I am a TM, should I still do the outbound spiel?<br>A: Yes.<br> <br>Q: It was the customer who requested for the call back, why would I still be required to do the outbound spiel?<br>A: Because the customer does not know that outbound calls are recorded.<br> <br>Q: What should the expert do if the customer does not want the outbound call to be recorded?<br>A: Advise the customer to get support through other channels such as chat, OTS or community.<br>"
188,169546,Initial follow up,"Hi ,<br><br>Good day!<br><br>I am doing a follow up regarding your Arlo open case. I would like to know if you are now able to access your camera system. I would appreciate if you could give a reply to provide feedback updates regarding your case, or please call us at 408-638-3750, so that we may continue to work with your case.<br><br>You may also refer to these articles:<br><br>https://kb.arlo.com/4118/How-can-I-change-my-Arlo-user-ID<br><br>https://kb.arlo.com/000039122/How-do-I-add-friends-to-my-Arlo-account<br><br>When you call, refer to your case number 41464699 for us to immediately pull up your information. We are open 5AM-9PM PST or 8AM-12AM EST. If there is no response from you soon, your case will be closed due to inactivity. Thank you.<br><br>For more information you may visit us at support.arlo.com and community.arlo.com.<br><br>Kind regards,<br><br>Harold<br>ARLO Support Expert"
189,169546,Case closure,"Hi ,<br><br>Good day!<br><br>This another follow up regarding your Arlo open case. Seems like we&apos;re not getting any response from your end. For this, I will now be closing this case due to inactivity but don&apos;t worry because if ever you still need assistance, you can always call us at 408-638-3750, so that we may continue to work with your case.<br><br>You may also refer to these articles:<br><br>https://kb.arlo.com/4118/How-can-I-change-my-Arlo-user-ID<br><br>https://kb.arlo.com/000039122/How-do-I-add-friends-to-my-Arlo-account<br><br>When you call, refer to your case number 41464699 for us to immediately pull up your information. We are open 5AM-9PM PST or 8AM-12AM EST. Thank you so much.<br><br>For more information you may visit us at support.arlo.com and community.arlo.com.<br><br>Kind regards,<br><br>Harold<br>ARLO Support Expert"
190,181875,ARLO PRO 3 BATTERY WONT CHARGe," One probable reason for that to happen is if the battery contacts needs to be clean. With that, you may follow the steps provided below for isolation purposes:<br><br>1.Try different power outlet.<br>2.Clean battery and battery contacts with a dry clean cloth.<br>3.If the issue still persist, you may remove on of your camera and re-sync it again.<br><br>You may refer to this link  for reference: https://kb.arlo.com/000062126/How-do-I-change-the-battery-in-my-Arlo-Ultra-or-Arlo-Pro-3-camera<br><br>Also, please provide the following information in case we will need to proceed with other alternatives:<br><br>•May I have the serial number of the affected device?<br>  Camera:<br>  Battery:<br>•When and where was the device purchased?<br>•May I know if when did the issue occur?<br>•Is the camera working fine before?<br>•Is the battery Icon showing on the App.?"
191,181875,MOTION DETECTION CONCERN:,"Reason why camera won&apos;t detect motion are:<br><br>•Your camera is was not positioned properly to detect motion.<br>•You’re not aiming your Arlo camera to look through glass or other transparent objects. Your Arlo camera’s motion sensor decreases in performance when it is aimed to look through glass,<br>plastic, or a mirror.<br>•The motion detection feature is enabled in the rules for that camera.<br>•Your motion sensitivity settings aren&apos;t set too low.<br>•The registered email address in your Arlo app is correct. Your camera might be detecting motion, but sending alerts to the wrong place.<br><br>With that, you may perform these troubleshooting steps to isolate the issue:<br><br>1. Do a basic troubleshooting remove and re-sync the camera.<br>2. Adjust the motion sensitivity:<br>•Launch the Arlo app or log in to your Arlo account at my.arlo.com.<br>•Tap or click Mode.<br>•Select the device you want to adjust.<br>•Tap or click the pencil icon next to the mode that you want to edit.<br>•For Arlo Ultra, Arlo Wire-Free, and Arlo Pro cameras, tap or click the pencil icon next to the rule that you want to edit.<br>•Tap or click the pencil icon next to If Motion or Audio.<br>•Move the slider to adjust the motion sensitivity.<br>•Tap or click Save.<br>•Tap or click < to return to Edit Mode.<br>•Tap or click Done.<br>3.Do a real time motion detection test ,live stream the camera and try to detect if it captures motion detection<br><br>Also, please provide the following information in case we will need to proceed with other alternatives:<br><br>•Have you tried some troubleshooting steps prior from contacting us?What are those?<br>•May I have the serial number of the affected device?<br>•When and where was the device purchased?<br>•May I know if when did the issue occur?<br>•Is the camera working fine before?<br>•How far was the camera from the base station?<br>"
192,181875,TOO MUCH MOTION DETECTION,"On probable reason for it to detect motion is the area where the camera was placed. Just to give you a heads up, when the infrared technology detects an object that is warmer than the surrounding environment. The motion sensor is more sensitive to side-to-side movement across its field of view than to movement directly toward or away from the camera. The motion sensitivity settings range from one (low sensitivity) to 100 (high sensitivity). We could not yet conclude if there was a camera issue not unless we have isolated the possible reasons. With that, you may perform these troubleshooting steps to rectify the issue:<br><br>1.Changed camera location and see if it detects motion abnormally<br>2.Create a new custom mode for that camera and observe<br>3.Check the motion settings. Set to lowest then save.<br>4.Camera position<br>Mount your Arlo camera at least 7 feet (2.1 meters) above the floor or ground, angle it slightly downward, and place it within 10-15 feet (3.0-4.6 meters) of where motion is expected.<br>Make sure that side-to-side traffic crosses the camera&apos;s field of view. The camera&apos;s motion sensor is more sensitive to side-to-side movement across its field of view than to movement<br>directly toward or away from the camera. The best area for motion detection is 5 to 20 feet (1.5 to 6 meters) from the camera position.<br><br>You may use this link as a reference: https://kb.arlo.com/583/How-does-the-motion-detection-feature-work-on-my-Arlo-cameras<br><br>Also, please provide the following information in case we will need to proceed with other alternatives:<br><br>•Have you tried some troubleshooting steps prior from contacting us?What are those?<br>•May you send as a screenshot of the cameras settings?motion setting?<br>•May I have the serial number of the affected device?<br>•When and where was the device purchased?<br>•May I know if when did the issue occur?<br>•Is the camera working fine before?<br>•When changing camera placement, did it behave the same?"
193,181875,AVD SET UP AND ARLO WIRE FREE,For Arlo Video Doorbell Installation:<br><br>Before you begin:<br><br>Before you install your Arlo Video Doorbell:<br><br>•Ensure that your power is off at the breaker.<br>•Ensure that you have all the items in the ‘What you need’ section.<br>•Install the Arlo Power Kit that came in the box.<br><br>Install your doorbell<br>The Arlo Video Doorbell replaces your existing doorbell. You must connect your Arlo Video Doorbell to a 2.4GHz WiFi network.<br><br>To install your Arlo Video Doorbell:<br><br>1.Remove your existing doorbell from the wall.<br>2.Disconnect the wires from your existing doorbell.<br>Note: Make sure the wires don’t fall inside the wall when you disconnect them from your existing doorbell. You can temporarily tape the wires to the wall to prevent this.<br>3.Install your Arlo Video Doorbell with or without the mounting wedge that came in the box<br>4.Turn on your power at the breaker.<br>5.Check that the LED on the front of your Arlo Video Doorbell is white<br>6.Use the Arlo app to connect your Arlo Video Doorbell to your 2.4GHz WiFi network.<br><br>You may refer to this link as a reference: https://kb.arlo.com/000062292/How-do-I-install-my-Arlo-Video-Doorbell<br><br>For Wire free camera:<br><br>1.Unlock the battery compartment by sliding and holding the latch.<br>2.Slide the battery door back and lift it to open the compartment.<br>3.Insert the batteries as shown and close the battery door.<br>4.Bring the camera within one to three feet (30 to 100 centimeters) of the base station.<br>5.Sync the camera to the base station<br>6.Wait for the sync status LED to blink green.<br>7.Press the Sync button on top of the camera for about two seconds and then release the button.<br>8.Check the camera LED on the base station.<br>9.Repeat these steps for each camera.<br><br>You may refer to this link for reference: https://kb.arlo.com/987/How-do-I-set-up-and-sync-my-Arlo-wire-free-cameras
194,181875,PINK TINT NEW," Reasons why the issue occur are the following:<br><br>• An outdated firmware.<br>• The temperature of the camera&apos;s location.<br><br>For Camera that has tinted image, you may perform these troubleshooting steps::<br><br>1. Remove the camera from your account and sync it back to the base station.<br>a. Go to Settings, My Devices, and select the problem camera. Press Remove Device.<br>b. Re-sync the camera with the base station. To do so, press the sync button on the base station once (just press then release right after). When the light starts to blink, press the sync<br>button on the camera.<br>2. Once synced, swap the camera&apos;s location from the working one and observe it for a few days.<br>3. Send us a sample screenshot for us to check it.<br><br>If the issue still persist:<br><br>1.Reset the camera by opening and closing the battery door while the camera is not plugged in<br>2.Camera firmware should be on latest version<br>3.Camera should be working following the correct specs(ie. Right temperature/humidity, swap camera around and check if the issue follows the camera)<br><br>You may use this link as a reference: https://kb.arlo.com/1273/Why-are-images-from-my-Arlo-camera-tinted<br><br>Also, please provide the following information in case we will need to proceed with other alternatives:<br><br>•Have you tried some troubleshooting steps prior from contacting us?What are those?<br>•May I have the serial number of the affected device?<br>•When did the issue start?<br>•Is the device working fine before?<br>•When and where was the device purchased?<br>•May you send us a sample image/recording?<br>•What was the temperature of the camera area?"
197,181875,ARLO PRO 2 SET UP,"ARLO PRO 2 SET UP:<br><br>For Arlo Pro 2 installation, you may follow these steps: <br><br>Note: Cameras must be synced one at a time.<br><br>1.Open the battery compartment by pressing the latch and pulling back gently.<br>2.Insert the battery as shown and close the battery door.<br>3.Bring the camera within one to three feet (30 to 100 centimeters) of the base station.<br>4.Sync the camera to the base station:<br> •If you are using an Arlo base station, press the Sync button on the side of the base station for about two seconds and then release the button.<br> Note: If you press the Sync button on the Arlo base station for too long, the LED under the USB symbol blinks amber for 10 minutes. While the USB LED is blinking amber, the sync <br> process is blocked.<br> •If you are using an Arlo Pro or Arlo Pro 2 base station, press the button on the top of the base station for about two seconds and then release the button.<br>5.Wait for the sync status LED to blink green.<br>6.Press the Sync button on top of the camera for about two seconds and then release the button. <br> A blue LED on the camera blinks rapidly to confirm sync.<br> If the LED on the camera blinks amber, the sync is not successful. You must repeat the sync process.<br>7.Check the camera LED on the base station.<br> If the camera LED on the base station turns solid green, the sync process is complete.<br>8.Repeat these steps for each camera.<br> Note: If you do not complete the sync process within 60 seconds, press the button on the top of the base station and try again.<br><br>For more details, you may utilize this link: https://kb.arlo.com/1146973/How-do-I-set-up-and-sync-my-Arlo-Pro-or-Pro-2-Wire-Free-cameras<br><br><br>"
198,140567,DISARMED AND AFTER (COMPLETE MOTION TS),"Hi Kevin,<br><br>I hope you are doing fine!<br><br>Thank you for submitting your concern through our email channel. Please know that we will do our best to address your concern in the least amount of time.<br><br>As I understand your concern, your cameras are not detecting a motion. May I know what troubleshooting steps you have taken before contacting us? Upon checking, your system was set to Disarmed mode. Please know that when the system is set to Disarmed, cameras do not trigger on sound or motion. No videos are recorded, and you receive no notifications. Hence, please Armed you system and try to trigger a motion on the camera. With this, you may try the following troubleshooting steps as laid out below:<br><br>Note: Please make sure to follow the troubleshooting below for us to isolate further the issue and for us to know if there are changes after the troubleshooting.<br><br>1. Launch your Arlo app or go to my.arlo.com website.<br>2. Go to Mode > Select the base station.<br>3. Make sure that the circle beside Armed has a green shade on it.<br><br>You may also go to this link for future reference:<br>https://kb.arlo.com/994085/Why-isn-t-my-Arlo-camera-detecting-motion<br><br>If the issue still exists after Arming the system, please follow the troubleshooting steps below:<br><br>1. Please do the motion detection test and make sure that the camera infrared sensor will blink amber if you try to trigger any action. Please see link below for motion detection test process:<br>(https://kb.arlo.com/1114344/How-do-I-use-the-motion-detection-test-for-my-Arlo-device)<br>2. Make sure that the camera is on the proper position:<br>> Ensure that your camera isn’t looking through glass or other transparent objects because camera’s motion sensor decreases in performance when it is aimed to look through glass, plastic, or a mirror.<br>>Keep active locations in the camera&apos;s field of view. Position your camera so that the space that you want to monitor is within the camera&apos;s field of view.<br>> Elevate your camera. Mount your Arlo motion-detection camera at least 7 feet (2.1 meters) above the floor and aim it slightly downward for the best sensor performance.<br>> Ensure that side-to-side traffic crosses Arlo&apos;s field of view. Arlo&apos;s motion sensor is much more sensitive to side-to-side movement across its field of view than to movement directly toward or away from the camera. The best area for motion detection is 5 feet to 20 feet (1.5 to 6 meters) from the camera position.<br><br>3. Create a custom mode by following these steps:<br><br>1. Launch the Arlo app or log in to your Arlo account at my.arlo.com.<br>2. Tap or click Mode > Tap or click the base station > Tap or click Add a Mode.<br>3. Enter a name for the mode and tap or click Next. The Trigger Device page displays.<br>4. Tap or click the camera as the trigger device for a rule and then tap or click Next.<br>5. Set the Motion Sensitivity using the slider and tap or click Next. When prompted, specify that you want the camera to detect motion.<br>Note: You can select Record video or Do nothing.<br>6. If you selected Record video, use the slider to specify how long you want your device to record for motion is detected and tap or click Next.<br>7. Select the notifications that you want to receive and tap or click Next.<br>8. If you selected Email Alerts, enter the email addresses that you want to receive alerts and tap or click Next.<br>9. Review the summary of your settings and tap or click Save. Your new mode is saved.<br>Note: If you did not select Record video, you will not be able to save.<br>10. From the mode menu, tap the pencil icon or click > next to the mode that you just created.<br>Tap or click Add Rule and do the same process to the other cameras.<br><br>4. Try to do power cycle your camera and make an activity. Please check the library if something is recording after you trigger any motion.<br>• Open and close the camera battery door. If the LED blinks blue once and it does not rapidly blink blue later, you must resync your camera.<br><br>5. If in case the camera still not recording, try to remove and re-sync the camera:<br><br>To Remove the device from the account:<br>1. Launch your Arlo app or go to my.arlo.com.<br>2. Log in to your Arlo account > go to Settings, then select My Devices, and Select the affected camera.<br>3.Scroll down and select ""Remove Device""<br><br>Power cycle the camera.<br>a. Take the battery out for 60 seconds.<br>b. Install the battery back in after the said time frame.<br>c. Check the momentary Blue light is showing. If it is Amber, it means the battery is dead. With that, please change the battery.<br><br>To re-sync your camera:<br>1. Please bring the affected camera at least 3ft to your Arlo Base Station<br>2. Push the ""SYNC"" button the Base Station first, please make sure that the camera LED icon located to the right is blinking green.<br>3. Then push the ""SYNC"" button on your Arlo Camera, The camera will then be blinking blue.<br>4. Once the camera blinks fast blue and there was no amber LED during the entire syncing process, that indicates your camera has been re-synced into your account.<br><br>You may also go to this link for future reference:<br>https://kb.arlo.com/583/How-does-the-motion-detection-feature-work-on-my-Arlo-cameras<br>https://kb.arlo.com/42/What-are-modes-and-rules-and-how-does-Arlo-use-them<br><br>If the steps provided above did not bring any resolution, kindly detail the results or behavior of the system after performing the said steps on your response. Likewise, I would like to gather additional information so that we can proceed accordingly:<br><br>1. May I know the date of purchased?<br>2. Are you able to stream the camera?<br>3. How far is the camera from the base station?<br>4. What is the distance of the recorded person/object from the camera?<br>5. How high did you mount the camera above the ground?<br>6. Are there any walls between the camera and base station?<br>7. Does manual recording work as expected?<br><br>Please be informed that when your case gets inactive for 7 days, we will have to close this case. I know that the issue might have not been resolved yet. However, you may still get back to us at your most convenient time and provide your case ID which is 41481485.<br><br>For inquiries or other issues, we also have other support options available for you:<br><br>• Phone support: 408-638-3750<br>• Live chat support: visit http://www.arlo.com/en-US/support/contact.aspx and click on ""Start Chat"".<br>• Support Site: https://support.arlo.com<br>• Community site: https://community.arlo.com<br><br>Sincerely,<br><br>Kim<br>ARLO Support Expert"
199,181875,CONFIGURE SCHEDULING,"Make sure that you set up the correctly each rules for the camera that you scheduled, you may follow these steps:<br><br>We ship Arlo cameras with times and days scheduled by default. You can modify the default schedule or create a new schedule. The default schedule is:<br><br>•Armed (motion and sound detection enabled)<br>•Monday through Friday<br>•8 AM to 5 PM<br><br>To modify the schedule:<br><br>1.Launch the Arlo app or log in to your Arlo account at my.arlo.com.<br>2.Tap or click Mode.<br>3.Tap or click the device requiring schedule settings changes.<br>4.Tap or click the Pencil icon.<br> A week view calendar view displays with the default setting.<br>5.Tap or click the calendar.<br> A pop-up window displays.<br>6.Adjust the days and times and tap or click Done.<br> Note: Tap or click Delete to remove specific days or groups of days from the Schedule.<br><br>To create a new scheduled time:<br><br>1.Click the Sunday column.<br> A window displays with Sunday pre-selected.<br>2.Adjust the start and stop time and click Save.<br><br>You may use this link as a reference: https://kb.arlo.com/1012275/How-do-I-configure-and-use-the-Schedule-option<br>"
200,181875,PUSH NOTIFICATION ANDROID & IOS,"If you are using an iOS device and your issue pertains to Push notification, you may follow these troubleshooting steps:<br><br>You can enable or disable push notifications on two levels: the mode level and the iOS system level. If you want to receive some Arlo notifications, but only in certain modes, you must edit the notification settings for each mode that is not sending you the desired notifications. If you always want to receive Arlo notifications or never want to receive Arlo notifications, you can enable or disable notifications at the iOS system level.<br><br>To enable or disable push notifications for a mode:<br><br>1.Launch the Arlo app on your iOS device.<br>2.Tap Mode.<br>3.Tap the device for which you want to edit notification settings.<br>4.Tap the pencil icon next to the mode that you want to edit.<br>5.Tap the pencil icon next to the rule that you want to edit.<br>6.Select or clear the check box next to Push Notification.<br>   You still receive email alerts if they are selected for that mode.<br><br>To enable or disable Arlo notifications at the iOS system level:<br><br>1.On your iOS device, tap Settings.<br>2.Tap Notifications.<br>3.Tap Arlo in the Notifications list. <br>4.Tap the slider next to Allow Notifications to turn push notifications from Arlo on or off.<br>   If you turn off Arlo push notifications at the system level, you do not receive any push notifications even if you selected them in the mode that is active on your Arlo camera. You still <br>   receive email alerts if they are selected in your camera&apos;s active mode.<br><br>Reason why you can&apos;t received notification are the following: <br><br>•You do not have the latest version of the Arlo app<br>•Your Android device is running an old version of Android OS<br>•You have not enabled push notifications for the Arlo app on your Android device<br>•You have not enabled push notifications in your Arlo device’s rules<br>•Other applications on your Android device are suppressing push notifications<br> Make sure that other applications on your device, such as Shutapp or Doze, are not suppressing push notifications.<br><br>If you are using an android device, you may follow these steps: <br><br>You can enable and disable push notifications at three levels: the mode level, the Arlo app level, and the Android system level.<br><br>•To receive some Arlo notifications, but only in certain modes, edit the notification settings for each Arlo mode that isn’t sending you the desired notifications.<br>•To start or stop receiving all Arlo notifications for a while, enable or disable Arlo notifications in the Arlo app.<br>•If you always want to receive Arlo notifications or never want to receive Arlo notifications, enable or disable notifications at the Android system level.<br><br>To enable or disable push notifications for a mode:<br><br>1.Launch the Arlo app on your Android device.<br>2.Tap Mode.<br>3.Select the device for which you want to edit notification settings.<br>4.Tap the pencil icon next to the mode that you want to edit.<br>5.Tap the pencil icon next to the rule that you want to edit.<br>6.Select or clear the check box next to Push Notifications.<br>   You still receive email alerts if they are selected for that mode.<br><br>To enable or disable Arlo notifications at the Arlo app level:<br><br>1.Launch the Arlo app on your Android device.<br>2.Tap the menu icon (…).<br>3.Tap Settings > Notifications.<br>4.Tap Notification Tone.<br>5.Select None.<br>6.Tap OK.<br>7.Move the slider next to Vibrate to disable.<br>   You do not receive Arlo push notifications until you log back in to the Arlo app. You still receive email alerts if they are selected in your camera&apos;s active mode.<br><br>To enable or disable push notifications at the Android system level:<br><br>1.On your Android device, tap Apps > Settings > MORE.<br>2.Tap Application manager > DOWNLOADED.<br>3.Tap on the Arlo app.<br>4.Select or clear the check box next to Show notifications to enable or disable push notifications.<br><br>You may use these links as a reference:<br><br>https://kb.arlo.com/000062235/Why-am-I-not-receiving-Arlo-notifications-on-my-Android-device<br><br>https://kb.arlo.com/000039087/How-do-I-enable-or-disable-push-notifications-on-my-Android-device<br><br>https://kb.arlo.com/1133/How-do-I-enable-or-disable-Arlo-push-notifications-on-my-iOS-device<br><br>Also, please provide the following information in case we will need to proceed with other alternatives:<br><br>•Have you tried some troubleshooting steps prior from contacting us?What are those?<br>•What is the serial number of the affected device?<br>•When and where was the device purchased?<br>•Are you pertaining to push notification?or email notification?<br>•Have you check the settings of mode from your camera and its rules?<br>•Is the camera working fine before and sends notification?<br>•When did the issue start?<br>•May I know what device are you using,android/iOS?What version?"
201,181875,GEOFENCING:,"Reasons why Geofencing mode is not working:<br><br>Each Arlo user has a unique setup environment. This article provides the most common Geofencing troubleshooting solutions.<br><br>•You’re using the old Arlo Legacy app<br>When you install the new Arlo app, Geofencing stops working on the old version of the app (the Arlo Legacy app). When you log in to the new Arlo app for the first time on your iOS or<br>Android device, and if you had Geofencing active on the Legacy app, the new app invites you to add that device to the list of ‘Enabled Devices.’ Enabled Devices can trigger Geofencing<br>Home/Away mode changes.<br>•Your iOS or Android device is not sharing its location information with the Arlo system<br>For Arlo Geofencing to work on your device, you must adjust your settings as follows:<br><br>•Android devices<br>•Location permission = ON<br>•Location services = ON<br>• Battery saver = OFF<br>•Data limit = OFF<br>• Airplane mode = OFF<br>•iOS (Apple) devices<br>•Share my location = ON<br>•Location services = Always<br>•Airplane mode = OFF<br><br>•One or more iOS or Android devices are still in the Device Location zone<br>We strongly recommend that you enable only one iOS or Android device per physical user on an Arlo account. This should be the device that you carry every day. For example, if you<br>routinely use an Android phone and an iPad, we recommend that you only set your Android phone as an Enabled Device in your Geofencing settings. The Arlo system only changes the<br>active mode from Home to Away when all enabled iOS and Android devices have left the designated Device Location in Geofencing settings. To review which mobile devices participate<br>in Geofencing, open the Arlo app and check the Enabled Devices page in Geofencing settings. Remove any devices that you do not want to trigger Home/Away mode changes. If you’re a<br>Friend on someone’s Arlo account and would like your iOS or Android device to trigger Home/Away mode changes, ask the account owner to re-enable your device for Geofencing. The<br>account owner must have migrated their iOS or Android device to the new Arlo app before re-adding friends to Geofencing. Once you install the new Arlo app on an iOS or Android<br>device, Geofencing settings are reset to ensure a smooth migration and provide you full control over Geofencing in the new app.<br>•One or more iOS or Android devices that were enabled for Geofencing changed location sharing settings. The iOS and Android operating systems routinely notify you when you are<br>sharing your location with the Arlo app. The operating system then asks if you wish to continue sharing your location.<br><br>•For iOS devices. Select the Always option for sharing your location.<br>•For Android devices. Depending on the version of Android you’re running, select Allow all the time or Allow.<br><br>If any other option is selected, your iOS or Android device stops sending location information to Arlo. The device then appears as Unavailable in the Enabled Devices page of the Arlo<br>app. If you enter or leave your Device Location zone with one of these devices, a Home or Away mode change is not triggered.<br><br>•You have a task-killing app that is interfering with Arlo Geofencing<br>A task-killing app, such as Shutapp or Doze, can disable Arlo Geofencing. To use Arlo Geofencing, disable any apps that suppress the Arlo app.<br>•You were granted access as a Friend on someone&apos;s Arlo account, but the owner did not allow access rights and/or did not enable your iOS or Android device for Geofencing. If you’re a<br>Friend on someone else’s Arlo account, your iOS and Android device can only change Home/Away modes if the owner does the following:<br><br>•Turn on the Allow Access Rights setting.<br>•Set your device as an Enabled Device in Geofencing settings.<br><br>As a shared or guest user, you’re not able to modify Geofencing settings.<br><br>You may follow this troubleshooting steps if the issue still persists:<br><br>1.Phone name should not contain any special characters under Geofencing&apos;s enabled devices.<br>2.After changing the phone name under the phone&apos;s settings, make sure that you powercycle the phone so that the change name will be applied.<br>3.Make sure that location services is enabled for the phone, and is always available for the Arlo App<br>4.Now, devices should now show up under the Enabled devices page under Geofencing, but these devices may show ""Unavailable"".<br>5.To fix this, uncheck all devices > Done > Save.<br>6.No device should be enabled for geofencing now.<br>7.Check all devices again > Done > Save.<br>8.Devices should show the correct status and Geofencing should be working.<br><br>You may use this link as a reference: https://kb.arlo.com/000062271/Why-isn-t-the-Geofencing-mode-working#Geofencing<br><br>Also, please provide the following information in case we will need to proceed with other alternatives:<br><br>•May I know what is the enabled devices under geofencing?<br>•What is Brand and model of phones being used?<br>•What is the device you are using to access the account?<br>•Is the device connected to the wifi or mobile data?<br>•Is the device ENABLED OR DISABLED? (please go to settings>geofencing)<br>•What if the device is enabled, is it showing UNAVAILABLE, INZONE OR OUTZONE?<br>•Can you send us a screenshot of the geofencing settings that you have?<br>"
202,188590,CSAT SPIEL,I already sent an email to your ______. It contains a quick survey Its all about me on how I assisted you in your concern. I would be very glad if you can have a spare time to rate and provide a feedback about the service and support I provided you today. 
